,X,Y,Z(intensidade)
251,1,-10,0.065064
252,2,-10,0.136964
253,3,-10,0.150231
254,4,-10,0.152558
255,5,-10,0.152253
256,6,-10,0.14779
257,7,-10,0.131616
258,8,-10,0.034775
259,9,-10,0.00531009
260,10,-10,0.0413134
261,11,-10,0.125939
262,12,-10,0.150681
263,13,-10,0.152268
264,14,-10,0.1503
265,15,-10,0.151216
266,16,-10,0.150681
267,17,-10,0.152261
268,18,-10,0.152268
269,19,-10,0.104096
270,20,-10,0.0123597
271,21,-10,0.00244142
272,22,-10,0.0139695
273,23,-10,0.0487597
274,24,-10,0.103905
275,24,-11,0.149728
276,23,-11,0.149293
277,22,-11,0.139436
278,21,-11,0.0587924
279,20,-11,0.0231553
280,19,-11,0.00477603
281,18,-11,0.0335467
282,17,-11,0.149987
283,16,-11,0.152757
284,15,-11,0.141313
285,14,-11,0.122582
286,13,-11,0.116234
287,12,-11,0.132348
288,11,-11,0.14972
289,10,-11,0.146829
290,9,-11,0.0763326
291,8,-11,0.0175859
292,7,-11,0.0181199
293,6,-11,0.114045
294,5,-11,0.152528
295,4,-11,0.15265
296,3,-11,0.152558
297,2,-11,0.152421
298,1,-11,0.14898
299,0,-11,0.0826955
300,0,-12,0.0763173
301,1,-12,0.078217
302,2,-12,0.140595
303,3,-12,0.14676
304,4,-12,0.146882
305,5,-12,0.14734
306,6,-12,0.14808
307,7,-12,0.121544
308,8,-12,0.0254747
309,9,-12,0.0073624
310,10,-12,0.0480502
311,11,-12,0.136331
312,12,-12,0.152421
313,13,-12,0.139436
314,14,-12,0.0600207
315,15,-12,0.0424197
316,16,-12,0.096993
317,17,-12,0.152467
318,18,-12,0.151803
319,19,-12,0.0783162
320,20,-12,0.00733951
321,21,-12,0.00431064
322,22,-12,0.0500643
323,23,-12,0.106156
324,24,-12,0.151093
325,24,-13,0.122849
326,23,-13,0.122056
327,22,-13,0.111039
328,21,-13,0.0518725
329,20,-13,0.0297319
330,19,-13,0.0029297
331,18,-13,0.0198518
332,17,-13,0.124749
333,16,-13,0.143502
334,15,-13,0.11718
335,14,-13,0.0572131
336,13,-13,0.0170518
337,12,-13,0.0725942
338,11,-13,0.123833
339,10,-13,0.116402
340,9,-13,0.0628514
341,8,-13,0.00480655
342,7,-13,0.00337221
343,6,-13,0.0306474
344,5,-13,0.0958562
345,4,-13,0.0983891
346,3,-13,0.0958562
347,2,-13,0.089272
348,1,-13,0.0846486
349,0,-13,0.0418398
350,0,-14,0.00488284
351,1,-14,0.00485232
352,2,-14,0.00951391
353,3,-14,0.011757
354,4,-14,0.0126725
355,5,-14,0.0133134
356,6,-14,0.0127335
357,7,-14,0.00288393
358,8,-14,0.00184632
359,9,-14,0.00171662
360,10,-14,0.00547031
361,11,-14,0.0286256
362,12,-14,0.0349047
363,13,-14,0.0186845
364,14,-14,0.00391391
365,15,-14,0.0141984
366,16,-14,0.027939
367,17,-14,0.0606997
368,18,-14,0.0396731
369,19,-14,0.0072861
370,20,-14,0.00191499
371,21,-14,0.00173188
372,22,-14,0.00379945
373,23,-14,0.0206071
374,24,-14,0.0396578
