,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
25,5.00225e-12,6.66208e-10,-8.86763e-12,2.16006e-10,-3.0923e-11,1.05274e-10,-2.84218e-11,9.39058e-11,-3.25147e-11,8.73119e-11,-3.20599e-11,1.54615e-11,-2.31922e-11,-7.27601e-12,-1.75079e-11,-9.32238e-12,-1.38698e-11,-3.86538e-12,-6.13912e-12,-2.7285e-12,-3.41062e-12,-6.82124e-13,-9.09502e-13,1.13688e-12,3.63801e-12,3.63801e-12,4.77487e-12,4.32013e-12,3.63801e-12,3.63801e-12
26,-3.4561e-11,3.42427e-10,-3.91085e-11,1.46657e-10,-3.77443e-11,4.34286e-11,-3.56979e-11,3.04683e-11,-4.20644e-11,2.97862e-11,-3.4561e-11,-1.65984e-11,-2.47838e-11,-1.61436e-11,-1.88721e-11,-1.38698e-11,-1.29604e-11,-5.68437e-12,-5.68437e-12,-3.18325e-12,-2.50112e-12,-1.36425e-12,2.27375e-13,6.82124e-13,3.63801e-12,4.5475e-12,4.77487e-12,3.18325e-12,5.00225e-12,3.86538e-12
27,-2.52386e-11,7.25326e-11,-2.45565e-11,1.36425e-11,-3.20599e-11,-1.6371e-11,-3.47884e-11,-2.88766e-11,-4.43381e-11,-2.97862e-11,-4.0018e-11,-3.25147e-11,-2.79671e-11,-2.04637e-11,-1.95542e-11,-1.70531e-11,-1.31877e-11,-6.36649e-12,-5.68437e-12,-3.86538e-12,-2.7285e-12,-1.13688e-12,9.09502e-13,1.13688e-12,4.77487e-12,3.63801e-12,5.00225e-12,4.5475e-12,4.77487e-12,3.63801e-12
28,-4.32013e-12,-2.81944e-11,-3.86538e-12,-3.77443e-11,-1.18235e-11,-2.93314e-11,-1.70531e-11,-3.50158e-11,-3.43336e-11,-3.04683e-11,-3.70621e-11,-2.63755e-11,-2.31922e-11,-1.93269e-11,-1.90995e-11,-1.6371e-11,-1.20509e-11,-6.82124e-12,-6.36649e-12,-4.77487e-12,-3.18325e-12,-1.36425e-12,0.0,1.819e-12,5.457e-12,4.5475e-12,5.22962e-12,4.09275e-12,5.00225e-12,3.63801e-12
29,5.97997e-11,-3.41063e-11,6.2983e-11,-3.75169e-11,4.0018e-11,-3.638e-11,2.27375e-11,-4.25191e-11,-2.06911e-11,-3.91085e-11,-3.00135e-11,-3.13778e-11,-2.0009e-11,-2.0009e-11,-1.70531e-11,-1.70531e-11,-1.02319e-11,-8.18551e-12,-6.36649e-12,-5.68437e-12,-3.86538e-12,-6.82124e-13,0.0,1.36425e-12,5.457e-12,5.457e-12,5.91174e-12,4.77487e-12,6.36649e-12,3.63801e-12
30,2.8149e-10,-1.819e-11,2.81945e-10,-2.22827e-11,1.98271e-10,-2.97862e-11,1.56434e-10,-3.93359e-11,1.2733e-11,-4.43381e-11,-1.819e-11,-3.13778e-11,-2.06911e-11,-2.13732e-11,-1.59163e-11,-1.6371e-11,-1.06866e-11,-7.50339e-12,-6.13912e-12,-5.00225e-12,-3.18325e-12,-1.36425e-12,4.54751e-13,1.36425e-12,6.59386e-12,5.457e-12,7.27601e-12,4.77487e-12,7.27601e-12,4.77487e-12
31,7.14412e-10,4.5475e-12,7.11456e-10,4.54751e-13,5.73895e-10,-9.54975e-12,5.04546e-10,-2.22827e-11,8.93583e-11,-3.56979e-11,-3.18325e-12,-2.52386e-11,-2.04637e-11,-1.97816e-11,-1.56889e-11,-1.6371e-11,-9.77712e-12,-6.82124e-12,-6.13912e-12,-6.36649e-12,-3.41062e-12,-6.82124e-13,6.82124e-13,1.819e-12,7.04861e-12,5.91174e-12,7.73076e-12,5.457e-12,7.73076e-12,5.22962e-12
32,1.30377e-09,9.66343e-11,1.30127e-09,7.41243e-11,1.17758e-09,4.29738e-11,1.11255e-09,4.32013e-12,2.89448e-10,-2.68302e-11,8.41288e-12,-2.41017e-11,-2.38743e-11,-1.6371e-11,-1.56889e-11,-1.38698e-11,-1.02319e-11,-6.82124e-12,-5.91174e-12,-4.5475e-12,-4.32013e-12,-1.13688e-12,6.82124e-13,2.7285e-12,6.13912e-12,6.59386e-12,6.13912e-12,6.82124e-12,6.36649e-12,6.13912e-12
33,1.58389e-09,3.74031e-10,1.59458e-09,2.95133e-10,1.51022e-09,2.12823e-10,1.46566e-09,1.05502e-10,5.21371e-10,-6.82124e-12,8.79941e-11,-2.52386e-11,-1.75079e-11,-1.59163e-11,-1.52341e-11,-1.34151e-11,-1.04592e-11,-6.82124e-12,-5.22962e-12,-5.457e-12,-2.50112e-12,-9.09502e-13,9.09502e-13,2.04638e-12,4.77487e-12,7.27601e-12,5.457e-12,6.13912e-12,5.68437e-12,6.82124e-12
34,1.62664e-09,9.16547e-10,1.69826e-09,7.9763e-10,1.47066e-09,6.73712e-10,1.3979e-09,4.33603e-10,5.39107e-10,2.47838e-11,1.23237e-10,-2.77397e-11,-9.77712e-12,-1.6371e-11,-1.20509e-11,-1.25056e-11,-1.02319e-11,-7.50339e-12,-5.22962e-12,-4.5475e-12,-2.50112e-12,-4.54751e-13,4.54751e-13,2.50112e-12,4.32013e-12,7.95813e-12,2.95587e-12,7.95813e-12,4.77487e-12,7.27601e-12
35,1.46793e-09,1.42223e-09,1.6969e-09,1.33378e-09,1.19849e-09,1.2401e-09,9.9795e-10,9.42016e-10,4.49292e-10,9.36784e-11,1.22328e-10,-2.95588e-11,-7.04861e-12,-1.75079e-11,-1.02319e-11,-1.2733e-11,-9.54975e-12,-8.18551e-12,-5.457e-12,-4.77487e-12,-2.95587e-12,-2.27375e-13,0.0,2.95587e-12,4.09275e-12,7.27601e-12,3.18325e-12,6.36649e-12,4.09275e-12,5.91174e-12
36,1.21259e-09,1.63323e-09,1.64096e-09,1.57707e-09,9.56796e-10,1.52068e-09,5.87992e-10,1.25784e-09,2.5898e-10,2.53751e-10,9.82259e-11,-1.61436e-11,-6.36649e-12,-1.36425e-11,-1.06866e-11,-1.15961e-11,-1.00045e-11,-7.73076e-12,-5.22962e-12,-4.5475e-12,-2.7285e-12,-1.13688e-12,0.0,2.7285e-12,2.95587e-12,5.457e-12,3.86538e-12,4.32013e-12,3.18325e-12,4.32013e-12
37,9.9795e-10,1.68917e-09,1.51773e-09,1.57275e-09,7.90127e-10,1.40677e-09,2.35788e-10,1.18576e-09,3.84264e-11,2.81263e-10,2.27375e-12,-5.91174e-12,-1.29604e-11,-1.13687e-11,-1.22782e-11,-1.20509e-11,-1.13687e-11,-7.95813e-12,-4.5475e-12,-4.77487e-12,-2.50112e-12,0.0,-6.82124e-13,2.95587e-12,9.09502e-13,4.77487e-12,1.13688e-12,4.09275e-12,1.819e-12,2.95587e-12
38,9.59751e-10,1.62914e-09,1.48908e-09,1.48908e-09,7.77622e-10,1.03524e-09,1.91677e-10,8.64251e-10,-9.54975e-12,2.59435e-10,-2.13732e-11,-1.59162e-12,-1.75079e-11,-9.32238e-12,-1.40972e-11,-1.00045e-11,-1.22782e-11,-7.73076e-12,-5.91174e-12,-4.77487e-12,-3.41062e-12,-6.82124e-13,-1.59162e-12,1.59162e-12,2.27375e-13,3.63801e-12,-2.27375e-13,2.95587e-12,-2.27375e-13,2.7285e-12
39,9.5725e-10,1.47543e-09,1.48999e-09,1.41382e-09,7.62615e-10,5.76623e-10,1.68712e-10,3.65619e-10,-2.0009e-11,1.55979e-10,-3.04683e-11,-2.04638e-12,-1.88721e-11,-8.64026e-12,-1.52341e-11,-1.00045e-11,-1.36425e-11,-7.50339e-12,-5.457e-12,-3.86538e-12,-3.41062e-12,-6.82124e-13,-1.59162e-12,9.09502e-13,-4.54751e-13,2.7285e-12,-2.7285e-12,2.50112e-12,-1.36425e-12,2.27375e-12
40,9.95449e-10,1.38471e-09,1.52114e-09,1.34924e-09,7.74893e-10,3.71076e-10,2.01681e-10,1.00272e-10,2.7285e-12,1.75079e-11,-2.13732e-11,-1.40972e-11,-1.84174e-11,-1.20509e-11,-1.56889e-11,-1.18235e-11,-1.34151e-11,-7.50339e-12,-5.68437e-12,-4.5475e-12,-2.95587e-12,-2.27375e-13,-1.13688e-12,9.09502e-13,-2.27375e-12,1.819e-12,-3.86538e-12,1.36425e-12,-4.09275e-12,4.54751e-13
41,1.11823e-09,1.36311e-09,1.55956e-09,1.32764e-09,1.04047e-09,3.37424e-10,4.91585e-10,4.04727e-11,4.52476e-11,-1.56889e-11,-9.54975e-12,-1.95542e-11,-2.11459e-11,-1.4552e-11,-1.75079e-11,-1.38698e-11,-1.43246e-11,-7.73076e-12,-6.36649e-12,-4.5475e-12,-3.41062e-12,-1.36425e-12,-2.50112e-12,0.0,-3.18325e-12,-2.27375e-13,-5.22962e-12,0.0,-4.5475e-12,-6.82124e-13
42,1.39244e-09,1.35925e-09,1.60367e-09,1.31877e-09,1.47384e-09,3.17188e-10,1.0864e-09,1.54615e-11,1.75533e-10,-3.06957e-11,-6.13912e-12,-2.20554e-11,-2.1828e-11,-1.50068e-11,-1.79626e-11,-1.50068e-11,-1.56889e-11,-8.18551e-12,-6.13912e-12,-4.32013e-12,-3.18325e-12,-1.36425e-12,-9.09502e-13,-6.82124e-13,-2.50112e-12,-1.819e-12,-4.09275e-12,-2.27375e-12,-3.63801e-12,-3.86538e-12
43,1.61027e-09,1.37789e-09,1.66575e-09,1.35811e-09,1.63119e-09,3.48793e-10,1.4934e-09,3.79716e-11,4.24508e-10,-1.54615e-11,4.72939e-11,-2.20554e-11,-1.95542e-11,-1.59163e-11,-1.86448e-11,-1.50068e-11,-1.6371e-11,-8.18551e-12,-6.36649e-12,-5.00225e-12,-2.50112e-12,-2.50112e-12,-2.04638e-12,-1.59162e-12,-1.13688e-12,-3.18325e-12,-2.27375e-12,-3.18325e-12,-2.50112e-12,-4.77487e-12
44,1.57093e-09,1.41291e-09,1.60845e-09,1.50954e-09,1.60595e-09,5.75032e-10,1.53023e-09,1.60981e-10,4.47928e-10,5.457e-12,8.75393e-11,-2.56933e-11,-1.50068e-11,-1.72805e-11,-1.68258e-11,-1.6371e-11,-1.47794e-11,-8.64026e-12,-4.32013e-12,-4.77487e-12,-2.7285e-12,-2.04638e-12,-1.36425e-12,-2.95587e-12,-4.54751e-13,-4.5475e-12,-2.04638e-12,-4.77487e-12,-2.04638e-12,-5.457e-12
45,1.17962e-09,1.56115e-09,1.18735e-09,1.64597e-09,1.28035e-09,1.24283e-09,1.26057e-09,7.24189e-10,3.15824e-10,3.91085e-11,5.27509e-11,-2.84218e-11,-1.20509e-11,-1.75079e-11,-1.31877e-11,-1.72805e-11,-1.13687e-11,-7.73076e-12,-2.50112e-12,-5.457e-12,0.0,-2.04638e-12,-1.36425e-12,-1.819e-12,2.27375e-13,-2.50112e-12,-6.82124e-13,-3.86538e-12,-6.82124e-13,-4.5475e-12
46,5.22054e-10,1.65415e-09,5.29784e-10,1.67325e-09,6.53475e-10,1.56502e-09,6.57568e-10,1.14961e-09,1.79626e-10,1.74396e-10,3.50158e-11,-2.50112e-11,-9.54975e-12,-1.79626e-11,-1.20509e-11,-1.6371e-11,-7.27601e-12,-8.86763e-12,4.54751e-13,-4.77487e-12,2.95587e-12,-1.819e-12,1.59162e-12,-1.59162e-12,4.54751e-13,-1.36425e-12,-2.27375e-13,-3.18325e-12,-6.82124e-13,-2.7285e-12
47,3.71758e-10,1.56275e-09,3.8108e-10,1.60072e-09,5.03409e-10,1.55865e-09,5.00908e-10,1.17712e-09,1.41655e-10,2.08957e-10,3.36515e-11,-1.72805e-11,-1.04592e-11,-1.61436e-11,-1.06866e-11,-1.61436e-11,-6.36649e-12,-7.27601e-12,0.0,-4.5475e-12,3.63801e-12,-1.13688e-12,1.13688e-12,-1.59162e-12,0.0,-1.36425e-12,-6.82124e-13,-1.36425e-12,-6.82124e-13,-9.09502e-13
48,3.69484e-10,1.05252e-09,3.78352e-10,1.15075e-09,5.04091e-10,1.21259e-09,4.99998e-10,9.36559e-10,1.39608e-10,1.55979e-10,3.36515e-11,-1.00045e-11,-9.77712e-12,-1.36425e-11,-1.13687e-11,-1.34151e-11,-7.04861e-12,-5.00225e-12,1.36425e-12,-1.36425e-12,2.95587e-12,2.27375e-13,1.59162e-12,-4.54751e-13,2.27375e-13,-6.82124e-13,-1.36425e-12,-1.13688e-12,-9.09502e-13,-1.13688e-12
49,3.62435e-10,3.73577e-10,3.77897e-10,4.66802e-10,4.84082e-10,5.54568e-10,4.64299e-10,4.52703e-10,1.17098e-10,9.84532e-11,1.88721e-11,-9.54975e-12,-1.04592e-11,-1.11414e-11,-1.06866e-11,-9.095e-12,-5.00225e-12,-9.09502e-13,1.36425e-12,6.82124e-13,3.41062e-12,1.819e-12,1.36425e-12,1.13688e-12,2.27375e-13,2.27375e-13,-9.09502e-13,-1.819e-12,-2.27375e-13,-1.36425e-12
