,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
11,0.00161744,0.00171662,0.00242616,0.00374605,0.00969702,0.0239946,0.0370944,0.0317461,0.0904698,0.105454,0.12455,0.140527,0.146173,0.15088,0.152848,0.152696,0.152894,0.152665,0.152719,0.152146,0.152635,0.148728,0.152703,0.122635,0.15281,0.100838,0.153039,0.093224,0.153016,0.0897298,0.152947,0.089272,0.152963,0.0871129,0.152963,0.0937428,0.152741,0.0809484,0.14985,0.07235,0.139634,0.0506823,0.122887,0.0327685,0.0689702,0.00363924,0.0375216,0.000198365,3.81472e-05,0.000160218,1.52589e-05,0.000152589,7.62944e-05,0.000122071,9.91826e-05,0.000122071,8.39238e-05,0.000122071,8.39238e-05,0.00013733
12,0.00161744,0.00166322,0.00234987,0.00384523,0.00897223,0.0244905,0.0361483,0.0323794,0.0881886,0.105629,0.123635,0.140771,0.145715,0.151361,0.152871,0.152894,0.15294,0.152848,0.152719,0.152581,0.15268,0.150323,0.152711,0.131837,0.152894,0.119652,0.153108,0.118424,0.153085,0.115258,0.153054,0.113984,0.152993,0.113183,0.15297,0.120057,0.152787,0.106965,0.15001,0.0982976,0.140161,0.0670171,0.124199,0.0416644,0.0702977,0.0104905,0.0399783,0.000167848,9.91826e-05,0.000160218,3.81472e-05,0.000152589,5.3406e-05,0.000122071,0.000114441,0.000122071,8.39238e-05,0.000122071,8.39238e-05,0.000144959
13,0.00160981,0.00165559,0.00232698,0.00382997,0.00918585,0.0245897,0.0365756,0.0323184,0.0893102,0.105828,0.124268,0.140702,0.145997,0.151368,0.152947,0.152841,0.152986,0.15278,0.152726,0.152635,0.152719,0.150842,0.152719,0.14029,0.152986,0.134545,0.153108,0.135644,0.153153,0.134469,0.153199,0.133584,0.153062,0.13215,0.153054,0.135949,0.152879,0.128327,0.150086,0.120018,0.140489,0.08355,0.124711,0.0499804,0.0710454,0.0179826,0.0413744,0.000122071,9.91826e-05,0.000152589,6.10356e-05,0.000152589,6.8665e-05,0.000122071,0.000122071,0.000122071,9.91826e-05,0.000122071,9.91826e-05,0.000144959
14,0.00160981,0.00167084,0.00238802,0.00385286,0.00994116,0.0247422,0.038132,0.032532,0.0931554,0.106133,0.125901,0.140695,0.146638,0.151368,0.152955,0.152856,0.15294,0.152719,0.152726,0.152688,0.152734,0.151528,0.152612,0.145631,0.152795,0.142823,0.152955,0.143472,0.152658,0.142602,0.152368,0.141778,0.153016,0.141595,0.1531,0.143594,0.15236,0.138986,0.14885,0.130555,0.139482,0.0974507,0.122834,0.0618212,0.0685735,0.0274965,0.0386965,5.3406e-05,0.000106812,0.000129701,6.8665e-05,0.000144959,9.91826e-05,0.000122071,0.000129701,0.000122071,0.000122071,0.000122071,0.000122071,0.000144959
15,0.00160218,0.0016861,0.00237276,0.00397494,0.00981909,0.0250856,0.037987,0.0329516,0.093163,0.106347,0.125909,0.140924,0.146775,0.151361,0.152886,0.152833,0.152955,0.152635,0.15278,0.152589,0.152696,0.152261,0.151925,0.149659,0.151681,0.148469,0.151353,0.148675,0.150094,0.148042,0.14943,0.147813,0.151948,0.147614,0.152207,0.148583,0.149964,0.145967,0.145677,0.137162,0.1382,0.107247,0.120888,0.0742421,0.0663686,0.0330279,0.0355456,7.62944e-05,0.000129701,4.57766e-05,0.000106812,0.000122071,0.000122071,0.000106812,0.00013733,0.000114441,0.00013733,0.000114441,0.00013733,0.000129701
16,0.00159455,0.0016861,0.00237276,0.00402072,0.0100709,0.025261,0.0385668,0.0329211,0.0945363,0.105919,0.126534,0.140832,0.147134,0.151223,0.153031,0.152726,0.152993,0.152581,0.15281,0.152505,0.152513,0.15268,0.150125,0.151834,0.149255,0.151437,0.148088,0.151635,0.145936,0.151498,0.145478,0.151315,0.148881,0.150987,0.149354,0.151765,0.146173,0.150186,0.140824,0.141488,0.135339,0.114487,0.11834,0.0858159,0.0627141,0.0363314,0.0325472,0.000358583,0.000160218,-5.3406e-05,0.000144959,9.91826e-05,0.00013733,9.91826e-05,0.000144959,9.91826e-05,0.000152589,9.91826e-05,0.000152589,0.000122071
17,0.00160218,0.00169373,0.0023575,0.00424197,0.01046,0.0261461,0.0393527,0.0338976,0.0958562,0.106652,0.127488,0.141419,0.147607,0.151399,0.1531,0.152711,0.153031,0.15252,0.152902,0.152474,0.152116,0.152658,0.146401,0.152802,0.143731,0.153001,0.140458,0.152963,0.137055,0.153054,0.136689,0.152955,0.142755,0.15297,0.143182,0.152902,0.138001,0.152688,0.132539,0.143617,0.12893,0.118309,0.112633,0.0948644,0.0476382,0.038254,0.026497,0.000709537,0.000205995,-0.000106812,0.000175477,6.10356e-05,0.000160218,9.15532e-05,0.000152589,9.15532e-05,0.000152589,9.15532e-05,0.000152589,0.000122071
18,0.00160218,0.00170136,0.00225832,0.00469974,0.0101395,0.0278322,0.0391238,0.0358813,0.0962987,0.107964,0.128289,0.142488,0.148042,0.151727,0.153207,0.152589,0.153138,0.152482,0.15294,0.152421,0.151429,0.152581,0.140962,0.152787,0.133698,0.153062,0.127564,0.152993,0.118836,0.153039,0.116463,0.152947,0.130288,0.152993,0.130097,0.152833,0.120835,0.152787,0.114556,0.142808,0.115296,0.116616,0.101159,0.0952992,0.0286561,0.0362093,0.0170976,0.000839237,0.000259401,-9.91826e-05,0.000198365,1.52589e-05,0.000190736,9.91826e-05,0.000167848,9.15532e-05,0.000160218,9.91826e-05,0.000167848,0.000129701
19,0.00158692,0.00170136,0.00205995,0.00456241,0.00849158,0.0277787,0.0362093,0.0358202,0.0905232,0.107949,0.126634,0.142396,0.146211,0.151628,0.153024,0.152467,0.152299,0.152436,0.152474,0.152413,0.150811,0.152528,0.135972,0.152764,0.121529,0.153024,0.107316,0.152932,0.0865102,0.152932,0.0813069,0.152833,0.107369,0.152871,0.10682,0.152848,0.0875783,0.152574,0.0810704,0.142076,0.092072,0.115212,0.0766835,0.0942616,0.0159379,0.0354464,0.00930792,0.000625614,0.000312807,-5.3406e-05,0.000228883,7.62945e-06,0.000205995,0.000114441,0.000175477,9.91826e-05,0.000175477,9.91826e-05,0.000183106,0.00013733
20,0.00157929,0.0016861,0.00186921,0.00413516,0.00616458,0.0259782,0.0304719,0.0342562,0.0764241,0.106781,0.120469,0.141541,0.140641,0.151353,0.150491,0.152528,0.147759,0.152467,0.148881,0.152368,0.147599,0.152513,0.129952,0.152741,0.110062,0.152993,0.0857778,0.152925,0.0512164,0.152902,0.0480273,0.152795,0.0656514,0.152787,0.0679173,0.152841,0.0514224,0.152452,0.0444491,0.142434,0.0543292,0.116692,0.0417635,0.0954671,0.00617984,0.0367892,0.00314333,0.000648502,0.000350954,-1.52589e-05,0.000259401,4.57766e-05,0.000221253,0.000122071,0.000183106,0.000114441,0.000190736,0.000106812,0.000190736,0.000144959
21,0.00156403,0.0016861,0.00169373,0.0043259,0.00374605,0.0268251,0.0224077,0.0352786,0.0569842,0.10756,0.108017,0.142282,0.131051,0.151536,0.145242,0.152482,0.141053,0.15249,0.142426,0.152291,0.141717,0.152352,0.124115,0.152169,0.105523,0.152314,0.0798573,0.152177,0.0296861,0.152314,0.0277025,0.152253,0.0391467,0.152329,0.040375,0.15178,0.0302583,0.152108,0.0238801,0.140946,0.028206,0.114922,0.0221254,0.0946584,0.00246431,0.0338824,0.00148011,0.000579838,0.000373842,2.28883e-05,0.000289919,4.57766e-05,0.000244142,0.00013733,0.000198365,0.000122071,0.000205995,0.000122071,0.000205995,0.000152589
22,0.00154877,0.0016861,0.0016327,0.00421908,0.00271608,0.0263292,0.0148926,0.0347674,0.04023,0.107415,0.0852056,0.14203,0.11512,0.151498,0.136727,0.152482,0.129426,0.15252,0.132432,0.152177,0.133927,0.151895,0.118142,0.150384,0.100808,0.149903,0.0689092,0.149766,0.0176393,0.150201,0.0158387,0.150155,0.0247575,0.150346,0.0251771,0.149049,0.0170976,0.150414,0.0120545,0.137742,0.0150834,0.111863,0.0108948,0.0933919,0.00126649,0.030327,0.00102998,0.000450136,0.00040436,4.57766e-05,0.000312807,6.8665e-05,0.000259401,0.000144959,0.000205995,0.00013733,0.000221253,0.00013733,0.000221253,0.000152589
23,0.00152589,0.00167847,0.00159455,0.00434116,0.00247194,0.0274354,0.0100861,0.0359881,0.029915,0.108437,0.0600359,0.142739,0.0914693,0.151612,0.123215,0.152452,0.108536,0.152421,0.115769,0.151994,0.119118,0.150628,0.101639,0.146226,0.0841451,0.145135,0.0446246,0.145013,0.00919348,0.145478,0.0072327,0.145638,0.012291,0.145768,0.0135117,0.14383,0.00790411,0.145936,0.00496677,0.131951,0.0048981,0.107026,0.00286867,0.0912633,0.000846867,0.0241624,0.000724796,0.000350954,0.000419619,9.15532e-05,0.000320436,0.000114441,0.000267031,0.000152589,0.000221253,0.000144959,0.000228883,0.000144959,0.000228883,0.000167848
24,0.00152589,0.00167847,0.00157929,0.00417331,0.00219728,0.0279847,0.00694278,0.036545,0.0218431,0.109154,0.0440066,0.143197,0.0669408,0.151711,0.103943,0.152474,0.0845952,0.152352,0.0943761,0.151826,0.0994344,0.148911,0.0811467,0.14,0.0626378,0.137368,0.0314791,0.137597,0.00531772,0.13807,0.004509,0.138459,0.0072327,0.139054,0.00797278,0.135827,0.00468448,0.139367,0.0029297,0.123047,0.00294496,0.100037,0.00173951,0.0879903,0.000732426,0.0173036,0.00067902,0.000312807,0.000434877,0.00013733,0.000328066,0.000152589,0.000282289,0.000160218,0.000228883,0.000152589,0.000236512,0.000152589,0.000244142,0.000175477
25,0.00149537,0.00165559,0.00156403,0.00364687,0.00195314,0.0264436,0.00426486,0.0344927,0.0124817,0.108307,0.0267717,0.141801,0.0408251,0.151795,0.0660787,0.152459,0.0499728,0.152383,0.0565875,0.151696,0.0650792,0.147233,0.0505984,0.129189,0.0362933,0.122155,0.0160142,0.119233,0.0035782,0.121277,0.00316621,0.121613,0.00416568,0.124016,0.00460818,0.116768,0.0030594,0.125222,0.00212862,0.103676,0.00173951,0.0772481,0.0012436,0.0707936,0.000694279,0.00907904,0.000633243,0.000343325,0.000450136,0.000190736,0.000343325,0.000183106,0.000289919,0.000167848,0.000236512,0.000160218,0.000251772,0.000167848,0.000259401,0.000190736
26,0.00148011,0.0016327,0.00154877,0.00303651,0.00183106,0.0238954,0.00282289,0.0313036,0.00596622,0.10505,0.0144807,0.137414,0.0237657,0.15027,0.0383685,0.15091,0.0300523,0.15133,0.0321963,0.150872,0.0361636,0.145471,0.0242616,0.116982,0.0154648,0.0949864,0.00594333,0.0811315,0.00270082,0.0845723,0.00251772,0.0849004,0.0028,0.0893102,0.00289918,0.0787129,0.0022812,0.0936131,0.00164033,0.0656209,0.00125123,0.0433199,0.00097657,0.0446475,0.00067139,0.00385286,0.000610355,0.000389101,0.000457766,0.000244142,0.000350954,0.000213624,0.000305178,0.000183106,0.000251772,0.000175477,0.000259401,0.000175477,0.000259401,0.000205995
27,0.00146485,0.00162507,0.00152589,0.00246431,0.00170136,0.0195009,0.00221254,0.0265733,0.00342561,0.0961232,0.00705722,0.130998,0.0123902,0.146012,0.0228502,0.147019,0.0162202,0.147363,0.0186921,0.146729,0.019539,0.14055,0.0117646,0.107644,0.00687411,0.0783772,0.00363924,0.0493243,0.00245668,0.0503314,0.00230409,0.052109,0.00242616,0.0553896,0.00244905,0.0473406,0.00199892,0.0563509,0.00151063,0.0363848,0.00115968,0.0227891,0.00092316,0.0227281,0.000663761,0.00189973,0.000610355,0.000419619,0.000457766,0.000282289,0.000358583,0.000251772,0.000312807,0.000198365,0.000259401,0.000190736,0.00027466,0.000190736,0.00027466,0.000205995
28,0.00144959,0.00157929,0.00152589,0.00200655,0.0016861,0.0136262,0.00200655,0.019394,0.00254823,0.0772405,0.00385286,0.119744,0.00571445,0.13881,0.0108872,0.140801,0.00769046,0.141603,0.00890356,0.141015,0.00968939,0.135072,0.00531772,0.103676,0.00365449,0.0701451,0.00286867,0.0328982,0.00247957,0.033005,0.00234987,0.0334399,0.00226595,0.0348666,0.00225069,0.0297395,0.00192261,0.0360949,0.00148011,0.0194474,0.00113679,0.0106583,0.000915531,0.0117036,0.000656132,0.00123597,0.000610355,0.000450136,0.000465395,0.000312807,0.000366213,0.000267031,0.000320436,0.000205995,0.000267031,0.000205995,0.000282289,0.000205995,0.000282289,0.000221253
29,0.00144959,0.00156403,0.00154115,0.00183869,0.00169373,0.00855261,0.00190736,0.0124055,0.0022812,0.0525362,0.00315095,0.0947957,0.00463107,0.126794,0.00583652,0.129869,0.00601962,0.131188,0.00590518,0.131387,0.00522617,0.12626,0.00371553,0.0981069,0.00321962,0.0548327,0.00298311,0.0205995,0.00350191,0.0191194,0.00327303,0.0192796,0.00250246,0.020424,0.00234224,0.0164796,0.00190736,0.0210191,0.00140382,0.00840002,0.00109864,0.00418857,0.000892643,0.00526431,0.000656132,0.00092316,0.000610355,0.000473024,0.000473024,0.000335695,0.000373842,0.000297548,0.000335695,0.000213624,0.000282289,0.000213624,0.000297548,0.000213624,0.000297548,0.000236512
30,0.00145722,0.00154877,0.00157929,0.0017624,0.00173951,0.00617221,0.00199892,0.00874335,0.0027466,0.0372851,0.00437167,0.0652089,0.00765231,0.104676,0.00682071,0.109009,0.0105591,0.111962,0.00934607,0.111252,0.00657657,0.107049,0.00531772,0.0736165,0.00468448,0.0332949,0.00498202,0.0120545,0.00659946,0.00929266,0.00666049,0.00962073,0.00379945,0.0106125,0.00298311,0.0084458,0.00231935,0.0112305,0.00141145,0.00378419,0.00106049,0.00199892,0.000892643,0.00215913,0.000663761,0.000778202,0.000610355,0.000480654,0.000473024,0.000358583,0.000389101,0.000312807,0.000350954,0.000228883,0.000289919,0.000221253,0.000305178,0.000221253,0.000312807,0.000244142
31,0.00145722,0.00152589,0.00164796,0.00167847,0.00189973,0.0041962,0.00244142,0.00574496,0.00444797,0.0257722,0.00788885,0.0439913,0.014145,0.0748601,0.0125352,0.0793157,0.0196534,0.0804524,0.0176469,0.08429,0.012352,0.0793386,0.0104981,0.0495608,0.0103303,0.0206453,0.0102387,0.0070267,0.0135804,0.00556949,0.0141755,0.0055466,0.00786597,0.00614932,0.00591281,0.00475314,0.00384523,0.00617221,0.001503,0.00238039,0.00105286,0.00145722,0.000877384,0.00144196,0.000663761,0.000732426,0.000617985,0.000495914,0.000480654,0.000366213,0.00039673,0.000328066,0.000350954,0.000236512,0.000305178,0.000228883,0.000312807,0.000236512,0.000312807,0.000259401
32,0.00145722,0.00151063,0.00173951,0.00162507,0.00226595,0.0030594,0.0034485,0.00373842,0.00785071,0.0156556,0.0143891,0.0267946,0.0217973,0.0449221,0.0197068,0.0462649,0.0275575,0.0493624,0.0264283,0.0500491,0.0199281,0.046715,0.0175935,0.0261384,0.0174791,0.00842291,0.0179979,0.00401309,0.0219575,0.00350191,0.0225297,0.00344087,0.0143128,0.00366975,0.0107194,0.0031357,0.00757602,0.00346376,0.00171662,0.00177003,0.00105286,0.00123597,0.000877384,0.00109864,0.000663761,0.000701908,0.000617985,0.000503544,0.000488285,0.000381472,0.00039673,0.000343325,0.000358583,0.000251772,0.000305178,0.000244142,0.000312807,0.000244142,0.000320436,0.000267031
33,0.00146485,0.00149537,0.00183106,0.00158692,0.00268556,0.00241853,0.00542453,0.00268556,0.0125123,0.00785071,0.0216295,0.0146866,0.0310518,0.0262605,0.0268708,0.0287248,0.0358126,0.0295259,0.0356448,0.0308839,0.0306016,0.0266114,0.0263063,0.0121384,0.0265733,0.00475314,0.0271455,0.00294496,0.0321352,0.00279237,0.0339739,0.00273134,0.0229722,0.00283052,0.0182573,0.00253297,0.0143662,0.00258638,0.00221254,0.00152589,0.00107575,0.00112916,0.000885013,0.00100709,0.00067139,0.000686649,0.000625614,0.000503544,0.000495914,0.00039673,0.00040436,0.000350954,0.000366213,0.000259401,0.000312807,0.000259401,0.000320436,0.000259401,0.000328066,0.00027466
34,0.00147248,0.00147248,0.00216676,0.00157166,0.00442508,0.00199129,0.0112992,0.0020981,0.0228425,0.00422671,0.0303804,0.00670627,0.0382082,0.0132294,0.0355837,0.0140839,0.0468066,0.0158464,0.0460513,0.0156327,0.0386584,0.0121079,0.0348361,0.00582889,0.0352557,0.00320436,0.036072,0.00253297,0.0403521,0.00241853,0.0419848,0.00231935,0.0316927,0.00237276,0.0266496,0.00221254,0.0225908,0.00218202,0.00321199,0.00144196,0.00110627,0.00110627,0.000885013,0.000953678,0.00067902,0.00067902,0.000633243,0.000511173,0.000503544,0.00040436,0.000411989,0.000358583,0.000366213,0.000267031,0.000312807,0.000267031,0.000328066,0.000267031,0.000335695,0.000289919
35,0.00147248,0.00146485,0.00289156,0.00156403,0.0105439,0.00179292,0.0339053,0.00187684,0.0623705,0.00277711,0.0689244,0.00427249,0.0750585,0.00642398,0.0687337,0.00686648,0.0789037,0.00724033,0.0774693,0.00748447,0.059128,0.00592807,0.0581667,0.00347902,0.0586092,0.0026703,0.0597231,0.0024872,0.0645986,0.00234987,0.0602343,0.00226595,0.0552599,0.00222017,0.0523226,0.0020981,0.0334475,0.00199129,0.00827795,0.00138856,0.00122834,0.00106812,0.000885013,0.000938419,0.00067139,0.00067902,0.000633243,0.000526432,0.000503544,0.000419619,0.000411989,0.000366213,0.000366213,0.000282289,0.000320436,0.00027466,0.000335695,0.000282289,0.000343325,0.000305178
36,0.00148011,0.00145722,0.00371553,0.00160218,0.0155793,0.00174714,0.0503314,0.00179292,0.080956,0.00256349,0.0950246,0.00548556,0.101243,0.00560001,0.0891652,0.00626376,0.105469,0.00621799,0.100716,0.00592044,0.0905538,0.00461581,0.0878835,0.00349428,0.0890203,0.0031891,0.0913548,0.0034485,0.0994573,0.00315858,0.102883,0.00282289,0.084374,0.00247957,0.0756154,0.00219728,0.0568621,0.00189973,0.026024,0.00130463,0.00232698,0.00103761,0.000862125,0.000907902,0.000656132,0.00067902,0.000617985,0.000526432,0.000503544,0.000419619,0.000411989,0.000381472,0.000373842,0.000289919,0.000328066,0.000289919,0.000343325,0.000289919,0.000343325,0.000312807
37,0.001503,0.00146485,0.00474551,0.00169373,0.0203401,0.00179292,0.063355,0.00189973,0.0969625,0.00353242,0.119133,0.0111085,0.12806,0.0101548,0.117592,0.0117341,0.130631,0.0112,0.127679,0.00994116,0.116211,0.00788885,0.113961,0.00652316,0.116745,0.00611117,0.118859,0.0073624,0.126824,0.00654605,0.129579,0.00555423,0.112969,0.00404361,0.10505,0.00321962,0.0775304,0.00199892,0.0369647,0.00125123,0.00612643,0.00100709,0.000946049,0.000892643,0.000648502,0.00067139,0.000625614,0.000534061,0.000511173,0.000427248,0.000419619,0.000389101,0.000381472,0.000305178,0.000328066,0.000297548,0.000343325,0.000305178,0.000350954,0.000320436
38,0.00152589,0.00147248,0.00582126,0.00189973,0.0247041,0.00211336,0.0715718,0.00238039,0.107361,0.00617221,0.132707,0.0196306,0.141549,0.0177385,0.136933,0.0201341,0.142182,0.0206758,0.140763,0.0187761,0.13437,0.0150681,0.13601,0.0135117,0.136781,0.0131531,0.138482,0.0154877,0.141213,0.014473,0.141931,0.0122605,0.135324,0.00936133,0.131814,0.00685886,0.101143,0.00285341,0.0506442,0.00122834,0.0150223,0.000991829,0.00130463,0.000885013,0.000640873,0.00067902,0.000625614,0.000534061,0.000511173,0.000434877,0.000419619,0.00039673,0.000381472,0.000312807,0.000335695,0.000305178,0.000350954,0.000312807,0.000358583,0.000328066
