,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
20,-3.8199e-11,7.20779e-11,-2.7285e-11,2.34196e-11,-2.22827e-11,3.18325e-12,-1.88721e-11,-5.457e-12,-2.45565e-11,-1.43246e-11,-3.00135e-11,-1.75079e-11,-3.31968e-11,-2.50112e-11,-3.72895e-11,-3.25147e-11,-4.20644e-11,-3.70621e-11,-4.25191e-11,-3.72895e-11,-4.25191e-11,-3.88811e-11,-4.0018e-11,-3.31968e-11,-3.34242e-11,-2.45565e-11,-1.88721e-11,-1.29604e-11,-1.68258e-11,-1.59163e-11,-1.4552e-11,-8.64026e-12,-1.13687e-11,-1.0914e-11,-1.00045e-11
21,-1.93269e-11,2.84219e-10,-2.41017e-11,1.10277e-10,-1.86448e-11,3.36515e-11,-1.70531e-11,1.4552e-11,-2.1828e-11,-5.00225e-12,-2.81944e-11,-9.54975e-12,-3.06957e-11,-1.6371e-11,-3.52431e-11,-2.59207e-11,-3.97906e-11,-3.18325e-11,-4.07001e-11,-3.34242e-11,-4.13822e-11,-3.638e-11,-3.88811e-11,-3.31968e-11,-3.25147e-11,-2.31922e-11,-1.819e-11,-1.2733e-11,-1.70531e-11,-1.50068e-11,-1.4552e-11,-7.95813e-12,-9.54975e-12,-1.06866e-11,-1.00045e-11
22,4.66118e-11,6.75076e-10,1.13688e-12,3.61981e-10,-7.95813e-12,1.05729e-10,-1.11414e-11,5.75258e-11,-1.59163e-11,1.61436e-11,-2.31922e-11,9.09502e-13,-2.63755e-11,-1.13687e-11,-3.2742e-11,-1.79626e-11,-3.56979e-11,-2.45565e-11,-3.97906e-11,-2.61481e-11,-3.88811e-11,-3.22873e-11,-3.61526e-11,-3.16052e-11,-3.13778e-11,-2.25101e-11,-1.59163e-11,-1.29604e-11,-1.70531e-11,-1.40972e-11,-1.56889e-11,-7.50339e-12,-1.02319e-11,-9.32238e-12,-1.00045e-11
23,1.95542e-10,1.37539e-09,7.0941e-11,7.86944e-10,2.22827e-11,3.31285e-10,1.59162e-12,1.63483e-10,-5.68437e-12,5.95723e-11,-1.4552e-11,2.91041e-11,-1.70531e-11,-2.27375e-12,-2.68302e-11,-1.38698e-11,-3.31968e-11,-2.0009e-11,-3.68348e-11,-2.25101e-11,-3.70621e-11,-2.52386e-11,-3.56979e-11,-2.7285e-11,-3.00135e-11,-2.0009e-11,-1.54615e-11,-1.11414e-11,-1.59163e-11,-1.34151e-11,-1.50068e-11,-6.82124e-12,-1.06866e-11,-1.00045e-11,-8.86763e-12
24,5.67073e-10,1.6853e-09,2.30103e-10,1.44042e-09,1.01636e-10,7.53065e-10,3.16052e-11,4.53158e-10,8.86763e-12,1.69394e-10,-4.77487e-12,8.77667e-11,-1.06866e-11,2.27375e-11,-1.88721e-11,-5.68437e-12,-2.7285e-11,-1.61436e-11,-3.13778e-11,-2.0009e-11,-3.43336e-11,-2.45565e-11,-3.50158e-11,-2.04637e-11,-3.00135e-11,-1.25056e-11,-1.56889e-11,-6.36649e-12,-1.43246e-11,-1.25056e-11,-1.36425e-11,-6.36649e-12,-9.54975e-12,-1.00045e-11,-9.54975e-12
25,1.21327e-09,1.78103e-09,6.98041e-10,1.69758e-09,2.73987e-10,1.41359e-09,1.07548e-10,1.03729e-09,5.09319e-11,4.49065e-10,9.32238e-12,2.71941e-10,-2.50112e-12,7.29874e-11,-1.31877e-11,1.72805e-11,-1.88721e-11,-3.86538e-12,-2.45565e-11,-1.25056e-11,-2.66028e-11,-1.97816e-11,-3.00135e-11,-1.97816e-11,-2.91041e-11,-1.13687e-11,-1.50068e-11,-4.5475e-12,-1.25056e-11,-9.77712e-12,-1.31877e-11,-5.68437e-12,-9.095e-12,-8.86763e-12,-8.64026e-12
26,1.62596e-09,1.82832e-09,1.33242e-09,1.79012e-09,7.96721e-10,1.68371e-09,2.72395e-10,1.55433e-09,1.49613e-10,1.0798e-09,5.38878e-11,6.52793e-10,2.47838e-11,2.25783e-10,-5.457e-12,5.86629e-11,-1.47794e-11,2.11459e-11,-2.16006e-11,7.27601e-12,-2.38743e-11,-1.25056e-11,-2.27375e-11,-1.61436e-11,-2.52386e-11,-7.04861e-12,-1.29604e-11,-3.86538e-12,-1.15961e-11,-7.27601e-12,-1.18235e-11,-4.09275e-12,-1.00045e-11,-8.18551e-12,-7.95813e-12
27,1.74851e-09,1.8531e-09,1.6612e-09,1.83514e-09,1.3979e-09,1.77761e-09,7.68527e-10,1.7144e-09,3.95859e-10,1.56138e-09,1.47566e-10,1.3456e-09,8.59477e-11,5.67983e-10,1.6371e-11,1.80308e-10,-7.50339e-12,6.48019e-11,-1.75079e-11,3.97906e-11,-2.06911e-11,4.09275e-12,-2.25101e-11,-1.00045e-11,-1.70531e-11,-3.18325e-12,-6.82124e-12,0.0,-1.00045e-11,-5.91174e-12,-1.04592e-11,-2.50112e-12,-8.41288e-12,-7.73076e-12,-8.86763e-12
28,1.82832e-09,1.86152e-09,1.76534e-09,1.85674e-09,1.66688e-09,1.82536e-09,1.38881e-09,1.80422e-09,9.98178e-10,1.71486e-09,4.18142e-10,1.66438e-09,2.15096e-10,1.24465e-09,6.32103e-11,4.70212e-10,1.6371e-11,1.97816e-10,-7.04861e-12,1.16188e-10,-1.36425e-11,3.56979e-11,-1.88721e-11,5.22962e-12,-1.6371e-11,6.59386e-12,-5.91174e-12,5.457e-12,-6.59386e-12,-3.86538e-12,-9.54975e-12,0.0,-7.50339e-12,-5.457e-12,-7.95813e-12
29,1.85197e-09,1.85424e-09,1.83105e-09,1.86106e-09,1.76875e-09,1.85424e-09,1.66006e-09,1.84492e-09,1.53251e-09,1.79808e-09,1.03228e-09,1.7667e-09,6.5825e-10,1.6321e-09,1.60299e-10,1.16712e-09,6.43472e-11,5.66391e-10,1.79626e-11,3.19234e-10,1.819e-12,1.08003e-10,-1.25056e-11,3.22873e-11,-1.36425e-11,2.77397e-11,-2.04638e-12,1.65984e-11,-4.77487e-12,1.36425e-12,-7.50339e-12,3.18325e-12,-5.68437e-12,-4.5475e-12,-6.82124e-12
30,1.85788e-09,1.85901e-09,1.85401e-09,1.86289e-09,1.8365e-09,1.85765e-09,1.75647e-09,1.85538e-09,1.7044e-09,1.85242e-09,1.54137e-09,1.81922e-09,1.31059e-09,1.74578e-09,5.36378e-10,1.5939e-09,1.59617e-10,1.24715e-09,6.18461e-11,9.47018e-10,3.638e-11,2.9536e-10,4.54751e-13,8.48108e-11,-7.73076e-12,6.68483e-11,1.36425e-12,3.43336e-11,-2.27375e-12,1.02319e-11,-5.91174e-12,1.11414e-11,-3.86538e-12,-2.50112e-12,-6.59386e-12
31,1.85788e-09,1.85538e-09,1.86174e-09,1.85924e-09,1.85924e-09,1.85788e-09,1.83037e-09,1.86311e-09,1.78785e-09,1.85424e-09,1.70304e-09,1.85856e-09,1.63141e-09,1.79148e-09,1.19577e-09,1.71509e-09,5.39561e-10,1.58526e-09,1.6371e-10,1.45656e-09,9.93627e-11,8.73573e-10,2.91041e-11,2.21008e-10,3.63801e-12,1.67803e-10,7.95813e-12,6.13913e-11,2.04638e-12,2.29649e-11,-2.50112e-12,2.43291e-11,-2.50112e-12,9.09502e-13,-5.00225e-12
32,1.85788e-09,1.85788e-09,1.85856e-09,1.8572e-09,1.85742e-09,1.86038e-09,1.85424e-09,1.8581e-09,1.84423e-09,1.85538e-09,1.79057e-09,1.8581e-09,1.75101e-09,1.81672e-09,1.59117e-09,1.72123e-09,1.20077e-09,1.61845e-09,5.94131e-10,1.51955e-09,3.32877e-10,1.00795e-09,8.04907e-11,2.76033e-10,3.2742e-11,1.73487e-10,2.56933e-11,6.18461e-11,1.20509e-11,2.5466e-11,1.13688e-12,2.79671e-11,4.54751e-13,1.59162e-12,-3.18325e-12
33,1.85219e-09,1.8597e-09,1.86083e-09,1.8597e-09,1.85992e-09,1.8597e-09,1.85629e-09,1.85856e-09,1.86083e-09,1.85606e-09,1.84469e-09,1.85674e-09,1.82332e-09,1.82127e-09,1.73328e-09,1.72509e-09,1.58821e-09,1.61095e-09,1.25875e-09,1.51886e-09,9.36787e-10,1.01091e-09,2.67393e-10,2.76943e-10,8.02634e-11,1.74396e-10,5.45699e-11,6.27556e-11,2.81944e-11,2.5466e-11,1.06866e-11,2.75123e-11,6.82124e-12,2.04638e-12,-2.27375e-13
34,1.85765e-09,1.85765e-09,1.86402e-09,1.85765e-09,1.85697e-09,1.85924e-09,1.8597e-09,1.86038e-09,1.85992e-09,1.85674e-09,1.85265e-09,1.8556e-09,1.85424e-09,1.82536e-09,1.80672e-09,1.72736e-09,1.731e-09,1.63596e-09,1.60913e-09,1.52637e-09,1.47362e-09,1.00045e-09,8.27189e-10,2.85356e-10,2.52614e-10,1.78717e-10,1.24602e-10,6.43472e-11,5.63889e-11,2.70576e-11,2.7285e-11,2.70576e-11,1.79626e-11,1.59162e-12,1.13688e-12
