,X,Y,Z(intensidade)
212,12,-4,4.77487e-12
213,13,-4,5.22962e-12
214,14,-4,5.457e-12
215,15,-4,5.457e-12
216,16,-4,4.77487e-12
217,17,-4,4.32013e-12
218,18,-4,3.63801e-12
219,19,-4,2.27375e-12
220,20,-4,2.7285e-12
221,21,-4,1.819e-12
222,22,-4,2.95587e-12
223,23,-4,2.95587e-12
224,24,-4,2.50112e-12
225,25,-4,1.13688e-12
226,26,-4,4.54751e-13
227,27,-4,-1.13688e-12
228,28,-4,-3.63801e-12
229,29,-4,-5.00225e-12
230,30,-4,-5.00225e-12
231,31,-4,-4.5475e-12
232,32,-4,-4.5475e-12
233,33,-4,-3.41062e-12
234,34,-4,-3.41062e-12
235,35,-4,-2.50112e-12
236,36,-4,-2.04638e-12
237,37,-4,-1.819e-12
238,38,-4,-1.59162e-12
239,39,-4,-2.50112e-12
240,40,-4,-3.18325e-12
241,41,-4,-1.36425e-12
242,42,-4,-4.54751e-13
243,43,-4,0.0
244,44,-4,2.95587e-12
245,45,-4,9.54975e-12
246,46,-4,1.2733e-11
247,47,-4,1.61436e-11
248,48,-4,3.47884e-11
249,49,-4,1.15961e-10
250,49,-5,1.19145e-10
251,48,-5,1.10959e-10
252,47,-5,1.09822e-10
253,46,-5,7.98086e-11
254,45,-5,2.16006e-11
255,44,-5,1.70531e-11
256,43,-5,1.72805e-11
257,42,-5,1.11414e-11
258,41,-5,4.77487e-12
259,40,-5,1.59162e-12
260,39,-5,4.54751e-13
261,38,-5,-1.36425e-12
262,37,-5,-2.7285e-12
263,36,-5,-1.59162e-12
264,35,-5,-4.54751e-13
265,34,-5,-6.82124e-13
266,33,-5,-2.50112e-12
267,32,-5,-2.04638e-12
268,31,-5,-2.95587e-12
269,30,-5,-3.86538e-12
270,29,-5,-5.00225e-12
271,28,-5,-4.5475e-12
272,27,-5,-4.5475e-12
273,26,-5,-2.50112e-12
274,25,-5,-4.54751e-13
275,24,-5,1.36425e-12
276,23,-5,1.819e-12
277,22,-5,1.819e-12
278,21,-5,2.50112e-12
279,20,-5,4.5475e-12
280,19,-5,4.77487e-12
281,18,-5,3.18325e-12
282,17,-5,3.41062e-12
283,16,-5,3.18325e-12
284,15,-5,3.63801e-12
285,14,-5,4.32013e-12
286,13,-5,4.32013e-12
287,12,-5,4.32013e-12
288,11,-5,4.09275e-12
289,10,-5,4.5475e-12
290,9,-5,4.32013e-12
291,8,-5,4.32013e-12
292,7,-5,4.5475e-12
293,6,-5,3.63801e-12
294,5,-5,3.41062e-12
295,4,-5,4.32013e-12
296,3,-5,2.7285e-12
297,2,-5,2.50112e-12
298,1,-5,9.09502e-13
299,0,-5,2.04638e-12
300,0,-6,9.09502e-13
301,1,-6,-6.82124e-13
302,2,-6,4.54751e-13
303,3,-6,-2.27375e-13
304,4,-6,0.0
305,5,-6,9.09502e-13
306,6,-6,1.59162e-12
307,7,-6,4.54751e-13
308,8,-6,1.36425e-12
309,9,-6,1.819e-12
310,10,-6,6.82124e-13
311,11,-6,2.04638e-12
312,12,-6,2.50112e-12
313,13,-6,1.13688e-12
314,14,-6,2.27375e-12
315,15,-6,2.27375e-12
316,16,-6,2.27375e-12
317,17,-6,2.50112e-12
318,18,-6,2.95587e-12
319,19,-6,3.18325e-12
320,20,-6,2.7285e-12
321,21,-6,2.50112e-12
322,22,-6,3.63801e-12
323,23,-6,3.41062e-12
324,24,-6,3.18325e-12
325,25,-6,2.27375e-12
326,26,-6,2.95587e-12
327,27,-6,1.36425e-12
328,28,-6,-1.13688e-12
329,29,-6,-2.04638e-12
330,30,-6,-2.27375e-12
331,31,-6,-3.86538e-12
332,32,-6,-4.5475e-12
333,33,-6,-3.86538e-12
334,34,-6,-2.95587e-12
335,35,-6,-2.50112e-12
336,36,-6,-2.50112e-12
337,37,-6,-1.819e-12
338,38,-6,0.0
339,39,-6,-1.13688e-12
340,40,-6,-9.09502e-13
341,41,-6,0.0
342,42,-6,3.18325e-12
343,43,-6,5.457e-12
344,44,-6,8.64026e-12
345,45,-6,2.02364e-11
346,46,-6,4.04727e-11
347,47,-6,4.47928e-11
348,48,-6,5.11593e-11
349,49,-6,1.87129e-10
350,49,-7,3.75168e-10
351,48,-7,3.92221e-10
352,47,-7,3.92449e-10
353,46,-7,3.19689e-10
354,45,-7,1.47794e-10
355,44,-7,9.43605e-11
356,43,-7,6.82125e-11
357,42,-7,3.34242e-11
358,41,-7,1.50068e-11
359,40,-7,8.18551e-12
360,39,-7,5.91174e-12
361,38,-7,2.50112e-12
362,37,-7,2.27375e-13
363,36,-7,-4.54751e-13
364,35,-7,-2.27375e-13
365,34,-7,-1.36425e-12
366,33,-7,-1.36425e-12
367,32,-7,-2.27375e-12
368,31,-7,-3.86538e-12
369,30,-7,-3.86538e-12
370,29,-7,-3.63801e-12
371,28,-7,-2.95587e-12
372,27,-7,-1.59162e-12
373,26,-7,-1.36425e-12
374,25,-7,0.0
375,24,-7,1.59162e-12
376,23,-7,2.27375e-12
377,22,-7,2.27375e-12
378,21,-7,1.819e-12
379,20,-7,1.59162e-12
380,19,-7,1.13688e-12
381,18,-7,1.13688e-12
382,17,-7,2.27375e-13
383,16,-7,6.82124e-13
384,15,-7,2.27375e-12
385,14,-7,2.27375e-12
386,13,-7,1.819e-12
387,12,-7,2.04638e-12
388,11,-7,1.13688e-12
389,10,-7,4.54751e-13
390,9,-7,4.54751e-13
391,8,-7,2.27375e-13
392,7,-7,0.0
393,6,-7,-4.54751e-13
394,5,-7,-4.54751e-13
395,4,-7,2.27375e-13
396,3,-7,-6.82124e-13
397,2,-7,-6.82124e-13
398,1,-7,-1.36425e-12
399,0,-7,-1.13688e-12
400,0,-8,-2.04638e-12
401,1,-8,-3.18325e-12
402,2,-8,-3.18325e-12
403,3,-8,-3.18325e-12
404,4,-8,-2.7285e-12
405,5,-8,-1.59162e-12
406,6,-8,-2.04638e-12
407,7,-8,-2.50112e-12
408,8,-8,-2.04638e-12
409,9,-8,-1.59162e-12
410,10,-8,-2.27375e-12
411,11,-8,-1.36425e-12
412,12,-8,-1.13688e-12
413,13,-8,-9.09502e-13
414,14,-8,-1.13688e-12
415,15,-8,-6.82124e-13
416,16,-8,-9.09502e-13
417,17,-8,0.0
418,18,-8,-2.27375e-13
419,19,-8,-6.82124e-13
420,20,-8,-4.54751e-13
421,21,-8,-4.54751e-13
422,22,-8,-1.13688e-12
423,23,-8,-2.27375e-13
424,24,-8,2.27375e-12
425,25,-8,1.819e-12
426,26,-8,2.04638e-12
427,27,-8,2.50112e-12
428,28,-8,0.0
429,29,-8,1.13688e-12
430,30,-8,4.54751e-13
431,31,-8,-2.50112e-12
432,32,-8,-2.04638e-12
433,33,-8,-1.819e-12
434,34,-8,-2.27375e-12
435,35,-8,-1.13688e-12
436,36,-8,9.09502e-13
437,37,-8,6.82124e-13
438,38,-8,1.59162e-12
439,39,-8,2.27375e-12
440,40,-8,3.63801e-12
441,41,-8,5.457e-12
442,42,-8,8.64026e-12
443,43,-8,1.29604e-11
444,44,-8,2.16006e-11
