,X,Y,Z(intensidade)
603,3,-20,-2.56933e-11
604,4,-20,-2.63755e-11
605,5,-20,-2.61481e-11
606,6,-20,-2.1828e-11
607,7,-20,-1.72805e-11
608,8,-20,-1.40972e-11
609,9,-20,-1.88721e-11
610,10,-20,-2.38743e-11
611,11,-20,-2.75123e-11
612,12,-20,-2.75123e-11
613,13,-20,-1.52341e-11
614,14,-20,-2.50112e-12
615,15,-20,1.13688e-12
616,16,-20,1.13688e-12
617,17,-20,-4.5475e-12
618,18,-20,1.819e-12
619,19,-20,6.82124e-13
620,20,-20,-2.27375e-12
621,21,-20,-3.86538e-12
622,22,-20,-8.86763e-12
623,23,-20,-1.06866e-11
624,24,-20,-1.2733e-11
625,25,-20,-1.79626e-11
626,26,-20,-2.7285e-11
627,27,-20,-3.70621e-11
628,28,-20,-3.70621e-11
629,29,-20,-3.16052e-11
630,29,-21,-3.00135e-11
631,28,-21,-2.95588e-11
632,27,-21,-2.84218e-11
633,26,-21,-2.88766e-11
634,25,-21,-3.11504e-11
635,24,-21,-3.52431e-11
636,23,-21,-3.72895e-11
637,22,-21,-3.11504e-11
638,21,-21,-1.72805e-11
639,20,-21,-1.25056e-11
640,19,-21,-1.2733e-11
641,18,-21,-5.91174e-12
642,17,-21,4.54751e-13
643,16,-21,6.82124e-13
644,15,-21,-2.27375e-13
645,14,-21,0.0
646,13,-21,-2.27375e-13
647,12,-21,2.27375e-13
648,11,-21,-2.7285e-12
649,10,-21,-8.64026e-12
650,9,-21,-2.0009e-11
651,8,-21,-3.47884e-11
652,7,-21,-3.38789e-11
653,6,-21,-2.95588e-11
654,5,-21,-2.52386e-11
655,4,-21,-1.86448e-11
656,3,-21,-1.95542e-11
657,2,-21,-2.56933e-11
658,1,-21,-2.95588e-11
659,0,-21,-2.84218e-11
660,0,-22,-2.88766e-11
661,1,-22,-3.00135e-11
662,2,-22,-2.93314e-11
663,3,-22,-2.95588e-11
664,4,-22,-2.95588e-11
665,5,-22,-3.0923e-11
666,6,-22,-2.5466e-11
667,7,-22,-2.45565e-11
668,8,-22,-2.63755e-11
669,9,-22,-3.11504e-11
670,10,-22,-3.68348e-11
671,11,-22,-3.93359e-11
672,12,-22,-2.93314e-11
673,13,-22,-1.59163e-11
674,14,-22,-8.41288e-12
675,15,-22,-4.5475e-12
676,16,-22,-2.04638e-12
677,17,-22,-1.36425e-12
678,18,-22,-6.82124e-13
679,19,-22,3.63801e-12
680,20,-22,5.00225e-12
681,21,-22,-1.36425e-12
682,22,-22,-1.52341e-11
683,23,-22,-1.50068e-11
684,24,-22,-1.56889e-11
685,25,-22,-2.75123e-11
686,26,-22,-3.75169e-11
687,27,-22,-3.43336e-11
688,28,-22,-3.06957e-11
689,29,-22,-3.22873e-11
690,29,-23,-4.20644e-11
691,28,-23,-4.70666e-11
692,27,-23,-4.70666e-11
693,26,-23,-4.63845e-11
694,25,-23,-3.638e-11
695,24,-23,-2.97862e-11
696,23,-23,-3.36515e-11
697,22,-23,-3.70621e-11
698,21,-23,-2.75123e-11
699,20,-23,-1.819e-11
700,19,-23,-2.04637e-11
701,18,-23,-1.52341e-11
702,17,-23,2.27375e-13
703,16,-23,4.32013e-12
704,15,-23,2.27375e-12
705,14,-23,0.0
706,13,-23,-3.86538e-12
707,12,-23,-8.41288e-12
708,11,-23,-1.13687e-11
709,10,-23,-1.59163e-11
710,9,-23,-2.16006e-11
711,8,-23,-3.59253e-11
712,7,-23,-4.07001e-11
713,6,-23,-3.66074e-11
